,FARM,FOREST,OILGAS,MINE,MINE_SUP,UTIL,CONST,WOOD,NMMIN,PMETAL,FABMETAL,MACH,COMPELEC,ELECEQUIP,MOTVEH,OTRTRANS,FURN,MISCMFG,FOOD,TEXTILE,APPAREL,PAPER,PRINT,PETRO,CHEM,PLASTIC,WHOLE,RETAIL,AIRTRANS,RAILTRANS,WATERTRANS,TRUCK,TRANSIT,PIPE,OTHERTRANS,WAREHOUSE,PUBLISH,MOVIE,BROADCAST,INFODATA,CREDIT,SECURIT,INSURE,FUNDS,REALE,RENTAL,LEGAL,COMPDES,MISCPROF,MGMT,ADMIN,WASTE,EDUC,AMBULAT,HOSPITAL,NURSING,SOCIALAS,PERFORM,AMUSE,ACCOMM,FOODSVC,OTHSVC,FEDGOV,FEDGOVE,SLGOV,SLGOVE
FARM,13.302860023737251,0.1295481311597347,0.2148713131070673,0.10242668473790666,0.3282510893232413,0.8056785602252746,0.6899264239303148,0.23328877382382635,0.16331477483619283,0.363645892756714,0.6449638920075942,0.6669513731817008,0.9582666319198838,0.5442020493779656,1.0338236803163996,0.7857862079982192,0.20490429106840827,0.7800350829176048,290.91799434784207,29.5949554435463,3.2622439321418883,0.30704310918091726,0.164012055162169,0.9341669399750381,1.0100149947240786,0.6016654249851469,1.3346706132733188,0.6982729093057551,0.2694656322663363,0.19034060743822778,0.13386150579507014,0.5829148149486335,0.13389521754824837,0.1816098205267656,0.4353171483297013,0.341356239371408,0.7862775171602515,0.266185175533301,1.5349486236204493,0.36532221509130813,0.7839594353395916,0.6590043100755826,1.4157286473461204,0.1436374033599445,1.3653686159791738,1.222970356397796,0.6257227876325836,1.1395193883655217,2.3106744163540416,1.0688748847582232,1.6309853256594395,0.30722061543426715,0.25488699876551585,1.8072675064908628,1.1269112284834115,0.5124357394039584,0.3968105882499283,0.22724744545266737,0.48208277511032704,0.779249239989909,33.11616564568507,1.7595252731811966,0.7588169354143313,0.3756783944561046,1.3492487734102059,1.1531117794611325
FOREST,0.05661229505613965,0.006477406557986735,0.05371782827676683,0.025606671184476664,0.08206277233081033,0.20141964005631866,0.1724816059825787,51.39245646987156,0.04082869370904821,0.0909114731891785,0.16124097300189855,0.1667378432954252,0.23956665797997095,0.1360505123444914,0.2584559200790999,0.1964465519995548,0.05122607276710207,0.1950087707294012,22.967210080092794,0.03358552665624774,0.02221274110403019,56.36683441838316,0.04100301379054225,0.23354173499375952,0.25250374868101966,0.15041635624628671,0.3336676533183297,0.17456822732643879,0.06736640806658407,0.047585151859556946,0.033465376448767535,0.14572870373715838,0.033473804387062094,0.0454024551316914,0.10882928708242533,0.085339059842852,0.19656937929006288,0.06654629388332525,0.3837371559051123,0.09133055377282703,0.1959898588348979,0.16475107751889564,0.3539321618365301,0.03590935083998612,0.34134215399479345,0.305742589099449,0.1564306969081459,0.2848798470913804,0.5776686040885104,0.2672187211895558,0.4077463314148599,0.07680515385856679,0.06372174969137896,0.4518168766227157,0.2817278071208529,0.1281089348509896,0.09920264706248208,0.05681186136316684,0.12052069377758176,0.19481230999747726,0.2254892120721361,0.43988131829529914,0.18970423385358282,0.09391959861402616,0.33731219335255147,0.28827794486528313
OILGAS,0.3139409089476835,0.1796008181987231,0.05957795499786867,0.14200063111391606,0.4550753738344937,29.581220773725708,0.9564889059033911,0.3234230728012138,0.2264136651138128,0.504145442230899,0.8941544866468919,0.9246371310019034,1.3285060124343846,0.7544619320921797,1.4332555568022813,1.089385424724804,0.2840718580721115,1.0814122740448613,1.445372758573879,0.18624701145737388,0.12317974612234925,0.4256734013644536,0.22738034920209793,466.46352283644467,59.33378996279087,0.834127066456681,1.8503388047652831,0.9680601697193424,0.3735773538237845,0.2638812966757249,0.18558072394316547,0.808131902542424,0.18562746069188982,0.2517772511848342,0.6035078647298132,0.4732438773103611,1.0900665578812578,0.3690294478984401,2.127996955473805,0.5064694345584044,1.0868528535389792,0.9136196116956941,1.9627147156389402,0.1991336728399231,1.8928973994256728,1.695481630460581,0.8674793192179002,1.5797882429612915,3.203434986309012,1.4818492720511733,2.2611387469369504,0.425919489579325,0.35336606647037433,2.5055299521805146,1.5623087485792753,0.7104222750827606,0.5501237700737643,0.3150475948321071,0.6683420291302262,1.0803228099860103,1.250440176036391,2.4393418560012043,1.051996205915323,0.5208268650414178,1.8705494358641492,1.5986322397074793
MINE,0.14101608041256605,0.08067315440401661,0.13380622679849194,0.01275677800826656,0.20441090562401848,17.748732464235424,20.265020688353154,0.14527528188120095,23.985001704351777,74.76890142253272,0.40163660547745633,0.4153288096631501,0.5967387662410186,0.33888945802173315,0.6437902009243034,0.4893305022534366,0.12759949034714516,0.4857491198168721,0.6492330095889226,0.08365849367101712,0.055329918750038835,0.1912041179899349,0.10213477980553252,0.5817312308026374,74.1672374534886,0.37467346919529604,0.8311357909929303,0.4348335844313112,0.16780359827494581,0.11853028735926002,0.08335921042693005,0.3629969529452855,0.08338020365504559,0.11309338823712223,0.27108386055076855,0.21257183997219498,0.4896364538679749,0.16576076840028292,0.9558543701636435,0.22749610667049644,0.4881929210978366,0.4103799567288855,0.8816128394837206,0.08944692845596544,0.850252274496122,0.7615769946659003,0.3896546450257453,0.7096098009367113,1.4389199774568349,0.6656175418721664,1.0156590437061057,0.1913146559749755,0.15872508559488943,1.1254347654056736,0.7017583559192154,0.3191077104470105,0.24710477541018264,0.14151318194097923,0.3002060917732492,0.4852597539937161,0.5616731282524118,1.095704374662836,0.4725360006898336,0.23394518200221062,0.8402140088963556,0.7180741535735234
MINE_SUP,0.1049900744677499,0.060063224446786086,86.78115158111682,18.80344422660093,0.030437828282700564,0.3735418779226274,0.3198749783676914,0.10816115877286495,0.07571866833314395,0.16859945936902196,0.29902871356715727,0.3092229093842431,0.44428725661740065,0.2523118592570568,0.479318251783058,0.3643190600719017,0.09500108040444383,0.3616526293527077,0.4833705618837234,0.06228588579885945,0.041194538047474166,0.14235635062024346,0.07604195284791472,0.43311376307933586,0.4682796793720728,0.2789539697658408,0.6188018297903569,0.32374471249630465,0.12493406586893775,0.08824882708499651,0.06206306177771434,0.2702605051125483,0.0620786917723697,0.08420091678968222,0.20182885968013423,0.15826516552674372,0.36454684886520755,0.12341312683816685,0.7116579982240266,0.1693766633605156,0.3634721018392652,0.30553836194413375,0.6563832819513832,0.06659552337597427,0.6330345401357987,0.5670135288753418,0.2901078379023797,0.5283226255149237,1.0713126839459648,0.49556926475153995,0.756184105533013,0.14243864897406935,0.11817488124583009,0.8379149348275818,0.5224770241150363,0.23758384281456255,0.18397581818860315,0.1053601792553276,0.22351110482387893,0.3612882839953215,0.418179993297416,0.8157798993840094,0.35181512460118997,0.1741781647023758,0.6255607949447318,0.534624552295616
UTIL,9.977145017802938,0.30914894935845777,0.5127610880964106,0.2444273158518227,0.7833264631577349,0.3845284037438811,15.198765516264864,0.5567118466250401,0.3897284399500056,26.703179079475976,18.94434850069579,19.59018078863705,21.11017832545326,1.2986639814701453,22.774665757515592,1.8751716327230232,0.4889761491405197,1.861447356962466,53.59015685354986,0.3205891180823648,0.21203071053846995,0.7327165105453708,0.3913924043642669,34.29878844385623,74.1672374534886,1.4357924914418276,29.40218694195063,20.51017972697177,0.6430429860901207,0.4542219041139527,0.3194422297382356,1.3910467174910575,0.3195226782401382,0.43338707171159974,1.0388250130595145,0.814600116681769,1.8763440750415095,0.6352146234317411,3.662945579094254,0.8717916496497127,1.8708122888785708,1.5726239217712765,3.3784433629850605,0.3427710761998676,3.258266015404846,2.918451986858377,1.4932021068504837,2.7193076313268127,5.514109402663053,2.5507241568093963,3.89212407259639,0.7331401050135923,0.6082530652358902,39.81328168276348,41.375570218521624,1.222858014486719,0.9469343583236927,0.5422950402847744,1.1504248042405534,1.8595720499759194,46.362631903959105,4.198867129182401,27.86065361731482,0.8965052594975224,49.53889530554972,2.751744019168611
CONST,1.4770662437374618,0.8450071282464512,1.401546974130189,0.6681013299949821,2.1410923326311417,5.255221517833042,25.331275860441444,1.5216790474417763,1.0652577358633486,2.3719629822994754,4.206923568322262,4.3503419114351844,6.250511894568334,3.54968154935173,6.74334991479106,5.12546912944293,1.336534807650754,5.087956109030741,6.800360355913167,0.8762769227584637,0.5795506088051513,2.002758462157347,1.0698059052623294,6.093316176655362,6.58805235195024,3.9244994766076626,8.705692409305511,4.554643749335266,1.75765082864633,1.2415398712448038,0.8731420946178439,3.802194361142223,0.873361987189711,1.1845913293450392,2.8394550356960067,2.226573652263502,5.128673805113459,1.736253304046759,10.012051249524294,2.3828971757092146,5.113553589601427,4.298505386174822,9.234411858825831,0.936907608279638,120.31379995169209,7.977102097412897,4.081419092057989,7.432774192293289,15.071899033945678,6.971979361945683,10.638472465096799,2.0039162870371516,1.662558378311433,11.788313053701764,7.350534603971343,3.3424785729303648,2.58828724608476,1.4822731101117168,3.1444944649241786,5.0828302699341785,5.883218533154822,11.476903486431894,33.43278434077778,2.4504477092932277,79.26223248887953,7.521433652394205
WOOD,0.15645579724605865,0.08950598152854397,0.14845654360124652,0.07076752763709913,0.22679166171423945,0.5566506416101897,60.795062065059454,8.56540941164526,0.11283566261409686,0.25124625317736604,0.4456114162961559,0.4608027669255387,0.6620751275082833,0.3759941432065944,0.7142781791276942,0.5429068346169514,45.13948393922912,0.5389333300157997,0.7203169157482936,0.09281818275908467,0.06138793905113798,18.03738701388261,0.11331741993022584,0.645424431255481,0.6978285418093633,0.41569611180791965,0.9221360600797475,0.4824431009748853,0.18617625502037782,0.1315080560482301,0.09248613127659391,0.40274114487360135,0.09250942303333523,0.12547587600031077,0.3007645752096118,0.23584612902024552,0.5432462845834465,0.1839097576411898,1.0605099581377648,0.2524044395176311,0.5416447007800813,0.4553120687794934,0.978139792711865,0.09924038777596164,0.9433455892219745,0.844961337147568,0.43231756236433055,0.7873043046889058,1.5964659603900648,0.7384953749238633,1.126862588637431,0.21226151611822092,0.17610374460162914,1.2486575499391415,0.7785932124067206,0.35404651086091665,0.27416004279085954,0.15700732594911565,0.3330753718944078,0.538390383993028,0.623170186090267,1.2156720069251903,0.5242735190135379,0.2595596179878541,0.9322082434470513,0.7966954112640551
NMMIN,0.09366761545652197,0.05358581788879935,0.08887858860337786,0.04236740141431594,0.13577658694734074,0.3332579499113636,101.32510344176578,0.09649672008167363,1.1992500852175887,0.15041716473118624,0.2667805189667776,0.275875340725158,0.39637392502140656,0.22510175678815852,0.427627067767238,0.3250297496719907,0.08475586585102342,0.32265087520682745,0.4312423640335179,0.05556878046760991,0.03675198982666813,0.12700419516119762,0.06784135008980627,0.38640541608058393,0.4177789296358689,0.2488706985165835,0.552068299126691,0.2888310670310169,0.11146078425562093,0.07873179671308514,0.055369986487960834,0.2411147643651166,0.05538393089495729,0.07512042576334395,0.18006300226364919,0.1411973535581733,0.32523297300719495,0.11010386806150178,0.6349105670430041,0.1511105526059502,0.3242741300722856,0.2725881464403546,0.5855968495840771,0.05941365320797705,0.5647661093368401,0.505865011055452,0.25882169852075054,0.4713466560966476,0.9557789631282626,0.44212552051362874,0.674634839250041,0.12707761820235597,0.1054305313075543,0.7475515595030386,0.4661314626908657,0.2119620558443646,0.16413528877610672,0.09399780698269423,0.19940696606836256,0.322325821995826,0.3730821508829888,0.7278036357249494,0.3138742778304734,0.15539424497957055,0.5580983562742216,0.47696896332255934
PMETAL,0.23880095369135265,0.1366143928593566,0.22659156654927096,0.10801359481451975,0.3461556941954181,0.8496246635102896,30.397531032529727,0.24601361603239866,0.1722228534636215,0.07669622465414332,118.40217812934866,58.77054236591113,1.0105357209336956,19.980872972047806,75.91555252505198,46.16136796440448,0.21608088876304873,0.8225824510767468,1.099431081931606,0.141669857895445,0.09369738065700006,0.32379091513624003,0.17295816726192365,0.9851215003373128,1.0651067217090282,0.6344835390752457,1.4074708285427726,0.7363605225406145,0.2841637576626819,0.20072282238940384,0.14116304247480124,0.6147101684912862,0.1411985930508801,0.19151581073731644,0.4590617200567759,0.3599756706098484,0.8291653817326288,0.2807043669260265,1.6186730939997465,0.38524888136901586,0.8267208590853875,0.694949999716069,1.4929502099286363,0.15147217081594147,1.439843267759856,1.2896778303831302,0.6598531215034518,1.2016749913672773,2.4367112027006255,1.1271771511995807,1.7199481616045,0.3239781035488635,0.2687899259709076,1.905845734117637,1.1883791136734159,0.5403867797350833,0.41845480215446984,0.2396427606591765,0.5083781992072539,0.8217537439893586,0.9511544945588285,1.8554993789910799,0.8002069500732947,0.39616994324461946,1.4228441610507627,1.2160087856135577
